Date Time,DO conc (mg/L)  #20659182,Temp (°C)  #20659182,DO Adj Conc  (mg/L),DO Percent  (%),Salinity (ppt)
06/02/23 10:00:00.0,8.49,21.76,,,
06/02/23 10:10:00.0,8.52,21.62,,,
06/02/23 10:20:00.0,8.53,21.58,,,
06/02/23 10:30:00.0,8.46,21.96,,,
06/02/23 10:40:00.0,8.48,21.78,,,
06/02/23 10:50:00.0,8.39,22.34,,,
06/02/23 11:00:00.0,7.86,26.66,,,
06/02/23 11:10:00.0,7.37,22.00,6.41,86.5,28.4735
06/02/23 11:20:00.0,7.57,21.32,6.54,87.7,29.4197
06/02/23 11:30:00.0,7.10,20.82,6.13,81.4,29.4834
06/02/23 11:40:00.0,7.33,20.74,6.33,83.9,29.4592
06/02/23 11:50:00.0,7.06,20.70,6.09,80.8,29.4879
06/02/23 12:00:00.0,7.89,20.72,6.81,90.3,29.4921
06/02/23 12:10:00.0,7.60,20.72,6.56,87.0,29.4993
06/02/23 12:20:00.0,7.72,20.76,6.66,88.4,29.5022
06/02/23 12:30:00.0,7.66,20.76,6.61,87.7,29.4742
06/02/23 12:40:00.0,7.60,20.78,6.56,87.1,29.4461
06/02/23 12:50:00.0,7.52,20.80,6.49,86.2,29.4178
06/02/23 13:00:00.0,7.77,20.84,6.71,89.1,29.4528
06/02/23 13:10:00.0,7.43,20.90,6.41,85.3,29.4532
06/02/23 13:20:00.0,8.48,20.92,7.32,97.4,29.3775
06/02/23 13:30:00.0,9.40,21.02,8.12,108.2,29.3634
06/02/23 13:40:00.0,8.08,21.06,6.98,93.1,29.4331
06/02/23 13:50:00.0,7.67,21.02,6.62,88.3,29.4376
06/02/23 14:00:00.0,7.77,20.98,6.71,89.4,29.4708
06/02/23 14:10:00.0,7.82,21.00,6.75,90.0,29.3965
06/02/23 14:20:00.0,7.99,21.02,6.90,92.0,29.3675
06/02/23 14:30:00.0,7.60,20.96,6.56,87.4,29.4410
06/02/23 14:40:00.0,7.98,21.04,6.90,91.9,29.2721
06/02/23 14:50:00.0,7.74,21.08,6.69,89.2,29.3302
06/02/23 15:00:00.0,9.68,21.28,8.37,112.0,29.2384
06/02/23 15:10:00.0,9.02,21.22,7.79,104.2,29.3227
06/02/23 15:20:00.0,8.49,21.26,7.34,98.2,29.3204
06/02/23 15:30:00.0,8.36,21.22,7.23,96.6,29.2089
06/02/23 15:40:00.0,8.96,21.32,7.75,103.7,29.1301
06/02/23 15:50:00.0,8.42,21.42,7.29,97.6,28.9981
06/02/23 16:00:00.0,8.46,21.46,7.32,98.2,29.0412
06/02/23 16:10:00.0,8.31,21.40,7.19,96.3,29.1676
06/02/23 16:20:00.0,8.47,21.52,7.33,98.4,29.0380
06/02/23 16:30:00.0,8.37,21.52,7.25,97.2,29.0318
06/02/23 16:40:00.0,8.21,21.54,7.10,95.4,29.0950
06/02/23 16:50:00.0,8.31,21.50,7.19,96.5,29.0847
06/02/23 17:00:00.0,7.82,21.42,6.76,90.7,29.1455
06/02/23 17:10:00.0,7.48,21.40,6.47,86.7,29.1621
06/02/23 17:20:00.0,7.58,21.36,6.55,87.8,29.1906
06/02/23 17:30:00.0,7.32,21.36,6.33,84.8,29.1818
06/02/23 17:40:00.0,8.09,21.36,7.00,93.7,29.1405
06/02/23 17:50:00.0,7.33,21.32,6.33,84.8,29.2351
06/02/23 18:00:00.0,7.53,21.30,6.51,87.1,29.1925
06/02/23 18:10:00.0,7.66,21.36,6.62,88.7,29.1753
06/02/23 18:20:00.0,7.75,21.32,6.70,89.7,29.2189
06/02/23 18:30:00.0,7.70,21.32,6.65,89.1,29.2059
06/02/23 18:40:00.0,7.75,21.38,6.70,89.8,29.1873
06/02/23 18:50:00.0,7.82,21.42,6.76,90.6,29.1716
06/02/23 19:00:00.0,7.82,21.44,6.76,90.7,29.1868
06/02/23 19:10:00.0,7.71,21.40,6.66,89.3,29.1832
06/02/23 19:20:00.0,7.98,21.48,6.90,92.6,29.1648
06/02/23 19:30:00.0,8.08,21.46,6.98,93.7,29.1880
06/02/23 19:40:00.0,7.93,21.50,6.86,92.0,29.1684
06/02/23 19:50:00.0,7.90,21.54,6.83,91.8,29.1407
06/02/23 20:00:00.0,7.91,21.54,6.84,91.9,29.1732
06/02/23 20:10:00.0,7.82,21.52,6.76,90.8,29.1480
06/02/23 20:20:00.0,7.65,21.54,6.61,88.9,29.1539
06/02/23 20:30:00.0,7.51,21.58,6.49,87.3,29.1155
06/02/23 20:40:00.0,7.77,21.60,6.72,90.4,29.1014
06/02/23 20:50:00.0,7.91,21.70,6.84,92.2,29.0966
06/02/23 21:00:00.0,8.04,21.66,6.95,93.6,29.1103
06/02/23 21:10:00.0,8.03,21.70,6.94,93.5,29.1080
06/02/23 21:20:00.0,7.97,21.64,6.89,92.7,29.1083
06/02/23 21:30:00.0,7.86,21.60,6.80,91.4,29.1114
06/02/23 21:40:00.0,7.78,21.54,6.72,90.3,29.1371
06/02/23 21:50:00.0,7.63,21.52,6.60,88.6,29.1161
06/02/23 22:00:00.0,7.70,21.58,6.66,89.5,29.0966
06/02/23 22:10:00.0,7.97,21.60,6.89,92.7,29.0943
06/02/23 22:20:00.0,7.76,21.54,6.71,90.1,29.1375
06/02/23 22:30:00.0,7.83,21.54,6.77,90.9,29.1662
06/02/23 22:40:00.0,8.20,21.60,7.09,95.3,29.1641
06/02/23 22:50:00.0,7.89,21.58,6.82,91.7,29.1415
06/02/23 23:00:00.0,7.98,21.52,6.89,92.6,29.1889
06/02/23 23:10:00.0,7.84,21.48,6.77,90.9,29.2256
06/02/23 23:20:00.0,7.82,21.42,6.75,90.6,29.2597
06/02/23 23:30:00.0,7.90,21.38,6.82,91.4,29.2939
06/02/23 23:40:00.0,8.04,21.34,6.94,93.0,29.3052
06/02/23 23:50:00.0,8.13,21.30,7.01,93.9,29.3665
06/03/23 00:00:00.0,8.20,21.26,7.07,94.7,29.3467
06/03/23 00:10:00.0,8.22,21.24,7.09,94.9,29.3836
06/03/23 00:20:00.0,8.31,21.24,7.17,95.9,29.3584
06/03/23 00:30:00.0,8.47,21.26,7.31,97.8,29.3601
06/03/23 00:40:00.0,8.37,21.26,7.22,96.6,29.3592
06/03/23 00:50:00.0,8.41,21.26,7.25,97.1,29.3475
06/03/23 01:00:00.0,8.32,21.26,7.18,96.0,29.3573
06/03/23 01:10:00.0,7.95,21.24,6.86,91.7,29.3618
06/03/23 01:20:00.0,8.20,21.24,7.07,94.6,29.3555
06/03/23 01:30:00.0,8.06,21.22,6.95,93.0,29.3371
06/03/23 01:40:00.0,8.18,21.22,7.05,94.3,29.3551
06/03/23 01:50:00.0,8.19,21.24,7.06,94.5,29.3446
06/03/23 02:00:00.0,8.25,21.26,7.12,95.2,29.2856
06/03/23 02:10:00.0,8.22,21.28,7.09,94.9,29.3238
06/03/23 02:20:00.0,8.16,21.32,7.04,94.3,29.2203
06/03/23 02:30:00.0,8.10,21.30,6.99,93.5,29.2544
06/03/23 02:40:00.0,8.20,21.36,7.08,94.8,29.2374
06/03/23 02:50:00.0,7.94,21.30,6.85,91.7,29.2728
06/03/23 03:00:00.0,7.94,21.26,6.85,91.6,29.2693
06/03/23 03:10:00.0,8.18,21.26,7.06,94.4,29.2670
06/03/23 03:20:00.0,8.11,21.26,7.00,93.6,29.2567
06/03/23 03:30:00.0,7.94,21.28,6.85,91.6,29.2396
06/03/23 03:40:00.0,7.79,21.26,6.72,89.9,29.2132
06/03/23 03:50:00.0,7.54,21.32,6.51,87.1,29.1570
06/03/23 04:00:00.0,7.56,21.28,6.52,87.3,29.2073
06/03/23 04:10:00.0,7.54,21.32,6.51,87.1,29.1660
06/03/23 04:20:00.0,7.54,21.34,6.51,87.1,29.1060
06/03/23 04:30:00.0,7.40,21.36,6.39,85.5,29.1198
06/03/23 04:40:00.0,6.86,21.36,5.92,79.3,29.0922
06/03/23 04:50:00.0,6.91,21.40,5.97,79.9,29.0724
06/03/23 05:00:00.0,6.81,21.38,5.88,78.7,29.1144
06/03/23 05:10:00.0,7.51,21.36,6.49,86.8,29.0441
06/03/23 05:20:00.0,7.34,21.34,6.34,84.8,29.0742
06/03/23 05:30:00.0,7.40,21.22,6.39,85.3,29.1378
06/03/23 05:40:00.0,7.47,21.18,6.44,86.0,29.1478
06/03/23 05:50:00.0,7.63,21.14,6.58,87.8,29.1431
06/03/23 06:00:00.0,7.82,21.08,6.75,89.9,29.1454
06/03/23 06:10:00.0,7.96,21.06,6.86,91.4,29.1711
06/03/23 06:20:00.0,7.91,21.06,6.82,90.9,29.1542
06/03/23 06:30:00.0,7.89,21.04,6.80,90.6,29.1441
06/03/23 06:40:00.0,7.96,21.02,7.30,91.4,18.6485
06/03/23 06:50:00.0,7.93,21.00,7.26,91.0,19.0137
06/03/23 07:00:00.0,8.00,20.96,7.32,91.7,18.9524
06/03/23 07:10:00.0,8.03,20.92,7.30,92.0,20.2209
06/03/23 07:20:00.0,8.03,20.90,7.36,91.9,18.8322
06/03/23 07:30:00.0,7.98,20.88,7.29,91.3,19.1741
06/03/23 07:40:00.0,7.93,20.88,7.28,90.8,18.4643
06/03/23 07:50:00.0,7.86,20.88,7.22,90.0,18.4353
06/03/23 08:00:00.0,7.88,20.86,7.31,90.1,16.6878
06/03/23 08:10:00.0,7.92,20.82,7.43,90.5,14.6419
06/03/23 08:20:00.0,7.82,20.80,7.41,89.3,13.1132
06/03/23 08:30:00.0,7.74,20.78,7.41,88.4,11.1648
06/03/23 08:40:00.0,7.63,20.76,6.74,87.1,24.8380
06/03/23 08:50:00.0,7.64,20.74,6.58,87.2,29.2951
06/03/23 09:00:00.0,7.62,20.74,6.56,86.9,29.3343
06/03/23 09:10:00.0,7.57,20.72,6.52,86.3,29.3483
06/03/23 09:20:00.0,7.56,20.70,6.51,86.2,29.3357
06/03/23 09:30:00.0,7.53,20.68,6.48,85.8,29.3390
06/03/23 09:40:00.0,7.67,20.66,6.60,87.4,29.3532
06/03/23 09:50:00.0,7.65,20.66,6.58,87.1,29.3520
06/03/23 10:00:00.0,7.65,20.64,6.58,87.1,29.3477
06/03/23 10:10:00.0,7.55,20.62,6.50,85.9,29.3522
06/03/23 10:20:00.0,7.47,20.62,6.43,85.0,29.3512
06/03/23 10:30:00.0,7.60,20.64,6.54,86.5,29.3033
06/03/23 10:40:00.0,7.62,20.64,6.56,86.8,29.3155
06/03/23 10:50:00.0,7.64,20.64,6.57,87.0,29.3441
06/03/23 11:00:00.0,7.57,20.66,6.51,86.2,29.3027
06/03/23 11:10:00.0,7.40,20.66,6.37,84.3,29.3219
06/03/23 11:20:00.0,7.35,20.70,6.33,83.8,29.2684
06/03/23 11:30:00.0,7.34,20.66,6.32,83.6,29.2787
06/03/23 11:40:00.0,7.29,20.66,6.27,83.0,29.3126
06/03/23 11:50:00.0,7.36,20.62,6.33,83.7,29.3114
06/03/23 12:00:00.0,7.41,20.56,6.37,84.2,29.3168
06/03/23 12:10:00.0,7.51,20.50,6.46,85.2,29.3086
06/03/23 12:20:00.0,7.67,20.48,6.60,87.0,29.3317
06/03/23 12:30:00.0,7.69,20.52,6.62,87.3,29.2938
06/03/23 12:40:00.0,7.71,20.54,6.63,87.6,29.2858
06/03/23 12:50:00.0,7.63,20.56,6.56,86.7,29.2688
06/03/23 13:00:00.0,7.63,20.58,6.57,86.7,29.2505
06/03/23 13:10:00.0,7.63,20.58,6.57,86.7,29.2469
06/03/23 13:20:00.0,7.71,20.56,6.63,87.6,29.2288
06/03/23 13:30:00.0,7.72,20.56,6.64,87.7,29.2480
06/03/23 13:40:00.0,7.71,20.54,6.63,87.6,29.2622
06/03/23 13:50:00.0,7.78,20.50,6.69,88.3,29.2784
06/03/23 14:00:00.0,7.85,20.44,6.75,89.0,29.2915
06/03/23 14:10:00.0,7.78,20.44,6.69,88.2,29.2663
06/03/23 14:20:00.0,7.72,20.42,6.64,87.5,29.2871
06/03/23 14:30:00.0,7.84,20.42,6.74,88.8,29.2744
06/03/23 14:40:00.0,7.83,20.42,6.73,88.7,29.2855
06/03/23 14:50:00.0,8.03,20.38,6.90,90.9,29.2897
06/03/23 15:00:00.0,8.03,20.34,6.90,90.8,29.2796
06/03/23 15:10:00.0,7.97,20.34,6.85,90.1,29.2765
06/03/23 15:20:00.0,8.10,20.32,6.97,91.6,29.2267
06/03/23 15:30:00.0,7.95,20.32,6.84,89.9,29.2406
06/03/23 15:40:00.0,7.80,20.30,6.71,88.1,29.2530
06/03/23 15:50:00.0,7.95,20.30,6.84,89.8,29.2488
06/03/23 16:00:00.0,7.84,20.30,6.74,88.6,29.2743
06/03/23 16:10:00.0,7.91,20.28,6.80,89.3,29.2856
06/03/23 16:20:00.0,7.93,20.26,6.82,89.5,29.2465
06/03/23 16:30:00.0,7.96,20.24,6.84,89.8,29.2386
06/03/23 16:40:00.0,8.08,20.22,6.94,91.1,29.2752
06/03/23 16:50:00.0,8.17,20.14,7.02,92.0,29.3713
06/03/23 17:00:00.0,8.39,19.94,7.20,94.1,29.4279
06/03/23 17:10:00.0,8.42,19.88,7.23,94.3,29.4096
06/03/23 17:20:00.0,8.49,19.84,7.29,95.0,29.4335
06/03/23 17:30:00.0,8.72,19.82,7.48,97.6,29.5196
06/03/23 17:40:00.0,8.76,19.78,7.51,97.9,29.5364
06/03/23 17:50:00.0,8.72,19.78,7.48,97.5,29.5505
06/03/23 18:00:00.0,8.67,19.76,7.43,96.9,29.5234
06/03/23 18:10:00.0,8.65,19.74,7.42,96.6,29.5461
06/03/23 18:20:00.0,8.55,19.72,7.33,95.5,29.5478
06/03/23 18:30:00.0,8.46,19.72,7.25,94.5,29.5389
06/03/23 18:40:00.0,8.39,19.72,7.19,93.7,29.5439
06/03/23 18:50:00.0,8.28,19.70,7.10,92.4,29.5398
06/03/23 19:00:00.0,8.36,19.68,7.17,93.3,29.5236
06/03/23 19:10:00.0,8.54,19.66,7.32,95.2,29.5259
06/03/23 19:20:00.0,8.42,19.56,7.21,93.7,29.5594
06/03/23 19:30:00.0,8.67,19.52,7.43,96.4,29.5955
06/03/23 19:40:00.0,8.64,19.50,7.40,96.0,29.5945
06/03/23 19:50:00.0,8.58,19.50,7.35,95.4,29.5582
06/03/23 20:00:00.0,8.67,19.48,7.42,96.3,29.6200
06/03/23 20:10:00.0,8.64,19.48,7.40,96.0,29.6432
06/03/23 20:20:00.0,8.69,19.48,7.44,96.5,29.6593
06/03/23 20:30:00.0,8.60,19.46,7.36,95.5,29.7093
06/03/23 20:40:00.0,8.59,19.36,7.35,95.2,29.7752
06/03/23 20:50:00.0,8.60,19.24,7.35,95.1,29.8615
06/03/23 21:00:00.0,8.62,19.12,7.37,95.0,29.8724
06/03/23 21:10:00.0,8.58,19.06,7.33,94.5,29.9315
06/03/23 21:20:00.0,8.59,19.00,7.33,94.5,29.9573
06/03/23 21:30:00.0,8.62,18.92,7.36,94.7,30.0146
06/03/23 21:40:00.0,8.61,18.86,7.35,94.4,30.0685
06/03/23 21:50:00.0,8.54,18.78,7.28,93.5,30.0910
06/03/23 22:00:00.0,8.60,18.72,7.33,94.0,30.1480
06/03/23 22:10:00.0,8.40,18.68,7.16,91.8,30.2185
06/03/23 22:20:00.0,8.47,18.58,7.22,92.4,30.2231
06/03/23 22:30:00.0,8.41,18.52,7.16,91.6,30.2313
06/03/23 22:40:00.0,8.35,18.50,7.11,90.9,30.2685
06/03/23 22:50:00.0,8.38,18.44,7.13,91.1,30.3014
06/03/23 23:00:00.0,8.38,18.40,7.13,91.0,30.3552
06/03/23 23:10:00.0,8.35,18.36,7.10,90.6,30.3497
06/03/23 23:20:00.0,8.37,18.34,7.12,90.8,30.3507
06/03/23 23:30:00.0,8.35,18.34,7.10,90.6,30.3351
06/03/23 23:40:00.0,8.26,18.32,7.03,89.6,30.3479
06/03/23 23:50:00.0,8.24,18.32,7.01,89.4,30.3469
06/04/23 00:00:00.0,8.22,18.34,6.99,89.2,30.3459
06/04/23 00:10:00.0,8.08,18.34,6.88,87.6,30.2975
06/04/23 00:20:00.0,8.11,18.36,6.90,88.0,30.3120
06/04/23 00:30:00.0,7.96,18.38,6.77,86.4,30.3127
06/04/23 00:40:00.0,7.89,18.38,6.71,85.6,30.2955
06/04/23 00:50:00.0,7.88,18.40,6.71,85.6,30.2618
06/04/23 01:00:00.0,7.67,18.40,6.53,83.3,30.2863
06/04/23 01:10:00.0,7.56,18.40,6.43,82.1,30.2934
06/04/23 01:20:00.0,8.05,18.42,6.85,87.4,30.2433
06/04/23 01:30:00.0,7.74,18.42,6.59,84.1,30.2724
06/04/23 01:40:00.0,7.83,18.42,6.66,85.1,30.2641
06/04/23 01:50:00.0,7.68,18.42,6.54,83.4,30.2323
06/04/23 02:00:00.0,7.44,18.44,6.33,80.8,30.2241
06/04/23 02:10:00.0,7.13,18.42,6.07,77.4,30.2385
06/04/23 02:20:00.0,6.84,18.42,5.82,74.3,30.2302
06/04/23 02:30:00.0,7.54,18.46,6.42,82.0,30.2220
06/04/23 02:40:00.0,7.51,18.48,6.39,81.7,30.2111
06/04/23 02:50:00.0,7.39,18.50,6.29,80.4,30.1965
06/04/23 03:00:00.0,7.44,18.50,6.34,80.9,30.0943
06/04/23 03:10:00.0,7.35,18.52,6.26,80.0,30.1257
06/04/23 03:20:00.0,7.26,18.54,6.18,79.0,30.1156
06/04/23 03:30:00.0,7.06,18.54,6.01,76.9,30.1084
06/04/23 03:40:00.0,7.07,18.54,6.02,77.0,30.0958
06/04/23 03:50:00.0,7.01,18.52,5.97,76.3,30.1111
06/04/23 04:00:00.0,6.98,18.50,5.95,75.9,30.0669
06/04/23 04:10:00.0,6.87,18.50,5.85,74.7,30.0975
06/04/23 04:20:00.0,7.00,18.48,5.96,76.1,30.1282
06/04/23 04:30:00.0,7.27,18.46,6.19,79.0,30.1563
06/04/23 04:40:00.0,7.24,18.44,6.16,78.6,30.1743
06/04/23 04:50:00.0,7.62,18.44,6.48,82.8,30.1724
06/04/23 05:00:00.0,7.43,18.44,6.32,80.7,30.1625
06/04/23 05:10:00.0,7.52,18.44,6.40,81.7,30.1453
06/04/23 05:20:00.0,7.63,18.40,6.49,82.8,30.1725
06/04/23 05:30:00.0,7.53,18.38,6.41,81.7,30.1817
06/04/23 05:40:00.0,7.25,18.38,6.17,78.6,30.1790
06/04/23 05:50:00.0,7.08,18.36,6.02,76.8,30.1664
06/04/23 06:00:00.0,7.25,18.34,6.17,78.6,30.1772
06/04/23 06:10:00.0,7.20,18.32,6.12,78.0,30.1980
06/04/23 06:20:00.0,7.18,18.32,6.11,77.8,30.1735
06/04/23 06:30:00.0,7.02,18.34,5.97,76.1,30.1643
06/04/23 06:40:00.0,7.05,18.34,6.50,76.4,16.5898
06/04/23 06:50:00.0,6.80,18.34,6.37,73.7,14.1656
06/04/23 07:00:00.0,7.08,18.36,6.65,76.7,13.4861
06/04/23 07:10:00.0,6.97,18.38,5.93,75.6,30.1855
06/04/23 07:20:00.0,6.86,18.36,5.83,74.4,30.1819
06/04/23 07:30:00.0,6.72,18.38,5.72,72.9,30.1836
06/04/23 07:40:00.0,6.39,18.38,5.44,69.3,30.1591
06/04/23 07:50:00.0,6.27,18.38,5.33,68.0,30.1981
06/04/23 08:00:00.0,6.27,18.38,5.33,68.0,30.1727
06/04/23 08:10:00.0,6.83,18.38,5.81,74.0,30.1907
06/04/23 08:20:00.0,6.88,18.38,5.85,74.6,30.1744
06/04/23 08:30:00.0,6.90,18.38,5.87,74.8,30.1906
06/04/23 08:40:00.0,7.27,18.40,6.18,78.8,30.1787
06/04/23 08:50:00.0,7.29,18.40,6.20,79.1,30.1715
06/04/23 09:00:00.0,7.18,18.40,6.11,77.9,30.1524
06/04/23 09:10:00.0,7.11,18.40,6.05,77.1,30.1696
06/04/23 09:20:00.0,7.06,18.38,6.00,76.5,30.1488
06/04/23 09:30:00.0,7.35,18.38,6.25,79.7,30.1643
06/04/23 09:40:00.0,7.13,18.38,6.06,77.3,30.1496
06/04/23 09:50:00.0,6.92,18.36,5.88,75.0,30.1903
06/04/23 10:00:00.0,6.82,18.36,5.80,73.9,30.1812
06/04/23 10:10:00.0,6.96,18.36,5.92,75.4,30.1775
06/04/23 10:20:00.0,6.86,18.36,5.83,74.3,30.1865
06/04/23 10:30:00.0,6.79,18.34,5.77,73.5,30.1948
06/04/23 10:40:00.0,6.79,18.34,5.77,73.5,30.2002
06/04/23 10:50:00.0,7.43,18.30,6.31,80.4,30.2184
06/04/23 11:00:00.0,7.94,18.14,6.74,85.6,30.3454
06/04/23 11:10:00.0,7.97,17.82,6.76,85.4,30.4310
06/04/23 11:20:00.0,8.06,17.68,6.83,86.1,30.5063
06/04/23 11:30:00.0,7.99,17.62,6.77,85.2,30.5379
06/04/23 11:40:00.0,8.26,17.58,7.00,88.0,30.5782
06/04/23 11:50:00.0,8.21,17.56,6.95,87.5,30.5494
06/04/23 12:00:00.0,8.25,17.56,6.99,87.9,30.5328
06/04/23 12:10:00.0,8.14,17.58,6.89,86.8,30.5482
06/04/23 12:20:00.0,7.89,17.58,6.68,84.1,30.5166
06/04/23 12:30:00.0,7.72,17.62,6.54,82.3,30.5179
06/04/23 12:40:00.0,7.71,17.58,6.53,82.2,30.5624
06/04/23 12:50:00.0,8.20,17.66,6.95,87.5,30.5249
06/04/23 13:00:00.0,7.95,17.68,6.74,84.9,30.4246
06/04/23 13:10:00.0,7.85,17.72,6.65,83.9,30.4263
06/04/23 13:20:00.0,7.81,17.80,6.62,83.6,30.4148
06/04/23 13:30:00.0,7.68,17.86,6.51,82.3,30.3621
06/04/23 13:40:00.0,7.93,17.84,6.73,84.9,30.3662
06/04/23 13:50:00.0,8.09,17.86,6.86,86.7,30.3508
06/04/23 14:00:00.0,8.23,17.92,6.98,88.3,30.3219
06/04/23 14:10:00.0,8.20,17.96,6.96,88.0,30.2660
06/04/23 14:20:00.0,8.35,18.00,7.09,89.7,30.2705
06/04/23 14:30:00.0,8.11,17.96,6.88,87.1,30.2510
06/04/23 14:40:00.0,8.30,18.08,7.05,89.3,30.1898
06/04/23 14:50:00.0,8.30,18.08,7.05,89.3,30.1549
06/04/23 15:00:00.0,8.17,18.10,6.94,88.0,30.1309
06/04/23 15:10:00.0,8.22,18.18,6.98,88.6,30.1167
06/04/23 15:20:00.0,8.34,18.20,7.08,90.0,30.1698
06/04/23 15:30:00.0,8.19,18.22,6.96,88.4,30.1172
06/04/23 15:40:00.0,8.48,18.20,7.20,91.5,30.1165
06/04/23 15:50:00.0,8.32,18.18,7.07,89.7,30.0896
06/04/23 16:00:00.0,8.20,18.18,6.96,88.4,30.1200
06/04/23 16:10:00.0,8.03,18.22,6.82,86.7,30.1458
06/04/23 16:20:00.0,8.54,18.30,7.26,92.3,30.0428
06/04/23 16:30:00.0,8.55,18.32,7.27,92.5,30.0708
06/04/23 16:40:00.0,8.30,18.32,7.05,89.7,30.0886
06/04/23 16:50:00.0,8.14,18.28,6.92,87.9,30.0626
06/04/23 17:00:00.0,8.35,18.32,7.10,90.3,30.0101
06/04/23 17:10:00.0,8.51,18.32,7.23,92.0,30.0306
06/04/23 17:20:00.0,8.40,18.32,7.14,90.8,30.0297
06/04/23 17:30:00.0,8.20,18.32,6.97,88.7,30.0529
06/04/23 17:40:00.0,7.99,18.30,6.79,86.3,30.0280
06/04/23 17:50:00.0,8.23,18.26,6.99,88.9,30.0254
06/04/23 18:00:00.0,7.97,18.24,6.77,86.0,30.0006
06/04/23 18:10:00.0,8.27,18.22,7.03,89.2,30.0241
06/04/23 18:20:00.0,8.13,18.26,6.91,87.8,30.0565
06/04/23 18:30:00.0,8.09,18.30,6.87,87.4,30.0249
06/04/23 18:40:00.0,8.22,18.28,6.98,88.8,30.0449
